scene,seq,N_req,N,n_vox,method,param,n_cand,kept,kept_frac,n_pred,n_ref,acc,comp,chamfer,precision@0.1,recall@0.1,f1@0.1,precision@0.2,recall@0.2,f1@0.2,precision@0.5,recall@0.5,f1@0.5,iou
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.2,86240,431,0.004997680890538033,431,54151,0.1130055012920054,2.085751430372016,1.0993784658320107,0.8236658932714617,0.04915883363188122,0.09278026473709321,0.8607888631090487,0.07621281232110211,0.14002779673175772,0.9396751740139211,0.13853853114439252,0.24147572552256813,0.014500922320147571
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.2,86240,172,0.00199443413729128,172,54151,0.09109616256898803,2.223907497484855,1.1575018300269215,0.8372093023255814,0.02614910158630496,0.05071421323130002,0.8895348837209303,0.05183653118132629,0.09796431463061823,0.9767441860465116,0.11022880463888017,0.19810123156417064,0.006490161738951272
apartment_2,seq_0006,-1,18,86240,fake_posterior,0.4,699048,349524,0.5,349524,54151,1.263614712097344,0.25954862952153357,0.7615816708094387,0.0688593630194207,0.8051005521597016,0.1268678579541912,0.15234147011364027,0.8213698731325368,0.25701393918840154,0.39204460923999496,0.8524680984654023,0.5370865568237232,0.03848882382748719
apartment_2,seq_0006,-1,18,86240,fake_posterior,0.4,699048,174762,0.25,174762,54151,1.0366373974752157,0.48530398287581783,0.7609706901755168,0.09593046543298886,0.6458791158058023,0.16704956570991752,0.20483858046943842,0.6743365773485254,0.31422668403306253,0.4809169041324773,0.7313992354711825,0.5802814043582003,0.05414343040524764
apartment_2,seq_0006,-1,18,86240,fake_posterior,0.4,699048,69904,0.09999885558645472,69904,54151,0.630581091911994,0.7656079559011971,0.6980945239065955,0.184038109407187,0.5397130246902181,0.27448043949608314,0.3686627374685283,0.5729349411829883,0.4486412160879227,0.6665856031128404,0.6366456759801297,0.6512717254419464,0.09569806689168457
apartment_2,seq_0006,-1,18,86240,fake_posterior,0.4,699048,34952,0.04999942779322736,34952,54151,0.34239534108498004,0.873443698530834,0.607919519807907,0.2871938658731975,0.450721131650385,0.35083809019691226,0.533875028610666,0.499492160809588,0.5161115900972799,0.81025406271458,0.5909586157227014,0.6834460273646967,0.12793039722585603
apartment_2,seq_0006,-1,18,86240,fake_posterior,0.4,699048,13980,0.019998626703745664,13980,54151,0.2109275922615943,1.0581377512092947,0.6345326717354445,0.4607296137339056,0.3306125463980351,0.38497377865512133,0.7262517882689556,0.3752469945153367,0.49482360774007844,0.9127324749642346,0.4743956713634097,0.6243061773091142,0.1278409090909091
apartment_2,seq_0006,-1,18,86240,fake_posterior,0.4,699048,6990,0.009999313351872832,6990,54151,0.18985269033463648,1.1983988836061894,0.6941257869704129,0.5773962804005722,0.258517848239183,0.35713535368366034,0.7907010014306152,0.3106683163745822,0.4460733468763535,0.9060085836909871,0.40579121345866187,0.5605280979289373,0.09233319519270618
apartment_2,seq_0006,-1,18,86240,fake_posterior,0.4,699048,3495,0.004999656675936416,3495,54151,0.1626419537114488,1.3994208048601204,0.7810313792857846,0.6875536480686695,0.18079075178667062,0.2862996316869453,0.8300429184549356,0.22819523185167404,0.35797582267996064,0.9084406294706724,0.32128677217410573,0.4746904999661955,0.06319754464285714
apartment_2,seq_0006,-1,18,86240,fake_posterior,0.4,699048,1398,0.0019998626703745664,1398,54151,0.11233193882526904,1.5827487088465182,0.8475403238358936,0.804005722460658,0.11792949345349116,0.20568904614296216,0.8812589413447782,0.16743919779874794,0.28141041675205763,0.9349070100143062,0.2504847555908478,0.39510980369271026,0.033648581383773024
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.4,86240,43120,0.5,43120,54151,0.5495172150933847,0.8044747174478222,0.6769959662706034,0.2657235621521336,0.505050691584643,0.34823132242582994,0.4342068645640074,0.5515318276670791,0.48588719806980635,0.6863868274582561,0.6220568410555668,0.6526404336776757,0.12603164306051104
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.4,86240,21560,0.25,21560,54151,0.300548664763131,0.9351529668146209,0.617850815788876,0.4039424860853432,0.3960961016417056,0.39998081712641337,0.6073747680890538,0.4497423870288637,0.516805874730135,0.8342764378478664,0.5513102251112629,0.6638994774569317,0.15342126028632624
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.4,86240,8624,0.1,8624,54151,0.20331594374613107,1.1636390032556243,0.6834774735008777,0.6343923933209648,0.2837620727225721,0.3921268307366795,0.7742346938775511,0.3299846724898894,0.46274425113547224,0.8963358070500927,0.4211187235692785,0.5730198381524684,0.14183153171527635
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.4,86240,4312,0.05,4312,54151,0.17532003140821803,1.4044667900268544,0.7898934107175362,0.7381725417439703,0.18995032409373788,0.30214989567099754,0.8191094619666048,0.22653321268305293,0.3549118689528471,0.8884508348794063,0.31449096046241065,0.46454409925205165,0.09069135461286905
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.4,86240,1724,0.019990723562152132,1724,54151,0.13976522791272653,1.6150718799279609,0.8774185539203437,0.8103248259860789,0.12315562039482189,0.2138149910960652,0.8480278422273781,0.16082805488356633,0.2703788890823891,0.9095127610208816,0.24307953685065833,0.3836290440548474,0.04276462154545904
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.4,86240,862,0.009995361781076066,862,54151,0.12355817340334971,1.7434550002697422,0.933506586836546,0.8283062645011601,0.08736680763051467,0.1580618154498196,0.8654292343387471,0.12795700910417168,0.22295000992463918,0.9280742459396751,0.20640431386308655,0.3377032140307422,0.02290539515598928
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.4,86240,431,0.004997680890538033,431,54151,0.11698280558659638,1.8872987672549284,1.0021407864207623,0.8352668213457076,0.05558530775054939,0.10423405142540257,0.8700696055684455,0.09506749644512567,0.17140640218228184,0.9327146171693735,0.17054163358017396,0.2883585284345361,0.012322323345945393
apartment_2,seq_0006,-1,18,86240,fake_posterior_same_cand,0.4,86240,172,0.00199443413729128,172,54151,0.1044609250305007,2.0776620804523653,1.091061502741433,0.8604651162790697,0.02951007368284981,0.05706313899380447,0.877906976744186,0.06963860316522318,0.1290412131420932,0.9418604651162791,0.13829846170892504,0.2411827560466256,0.004937255708701913
